url,title,text
https://www.scientificamerican.com/article/cutting-global-warming-pollution-just-business-as-usual-at-some-major-companies/,Cutting Global Warming Pollution Just Business as Usual at Some ...,"... A new ranking lists top <b>corporate</b> efforts to combat <b>climate change</b> ... <b>General</b> <br>
<b>Motors</b>, for example, has made deep reductions in carbon dioxide&nbsp;..."
http://www.news.com.au/technology/innovation/motoring/hitech/bob-lutz-slams-teslas-future-prospects-says-if-you-like-electric-cars-buy-one-while-theyre-still-available/news-story/664010aeac8e48549b8fe627cfbb68ff,"Bob Lutz slams Tesla's future prospects, says if you like electric cars ...","... Former <b>General Motors</b> vice chairman, Bob Lutz, has cast doubt on the future ... <br>
However, Lutz said the future prospects of the <b>company</b> are grim. ... himself as a <br>
<b>climate change</b> sceptic rather than a <b>climate change</b> denier."
https://www.desmogblog.com/global-climate-coalition,Global Climate Coalition | DeSmogBlog,"Global Climate Coalition (GCC) Background. ... Stance on <b>Climate Change</b> ... by <br>
Ford, Daimler-Chrysler, Texaco, the Southern <b>Company</b> and <b>General Motors</b>,&nbsp;..."
https://www.reuters.com/article/us-california-autos/calif-suit-on-car-greenhouse-gases-dismissed-idUSN1736580020070918,Calif. suit on car greenhouse gases dismissed,"... “The Court finds that injecting itself into the <b>global warming</b> thicket at this ... The <br>
suit, filed in September, targeted <b>General Motors Corp</b>, Ford&nbsp;..."
http://www.nytimes.com/topic/company/general-motors,General Motors - The New York Times,"<b>General Motors Corporation</b> financial and business news, updates, and <br>
information from ... The World Is Embracing S.U.V.s. That&#39;s Bad News for the <br>
<b>Climate</b>."
https://www.cbsnews.com/news/paris-climate-agreement-us-corporate-support/,"Why U.S. businesses said ""stay in the Paris accord"" - CBS News","... &quot;If you were a large <b>corporation</b>, the herd instinct told you how to chime in&quot; ... &quot;<br>
<b>Climate change</b> is real,&quot; Jeff Immelt, CEO of General Electric (GE), said in ... <br>
automakers like <b>General Motors</b> (<b>GM</b>) and even the leading lights of the&nbsp;..."
https://e360.yale.edu/features/why-wont-american-business-push-for-action-on-climate,Why Won't American Business Push for Action on Climate? - Yale ...,"... But when it comes to government climate policy, these businesses have been ... <br>
the leaders of <b>corporate</b> America have for the most part been muted or silent. ... <br>
and a persistent advocate for <b>climate change</b> action, puts it this way: ... and <br>
<b>General Motors</b>, among others, urged the president&#39;s transition team to&nbsp;..."
https://search-careers.gm.com/studentmba,Student & MBA – GM Careers,"Our Communications team supports Engineering, vehicle brands, <b>GM</b> News ... <br>
<b>Global Corporate</b> Finance is producing the next generation of financial leaders&nbsp;..."
https://www.weforum.org/agenda/2017/11/why-carbon-pricing-is-the-newest-solution-to-climate-change,Could carbon pricing be the answer to climate change? | World ...,"... This month, thousands gathered for the UN&#39;s <b>climate change</b> ... joining other <br>
global companies like Michelin, Danone, and <b>General Motors</b> in&nbsp;..."
http://theconversation.com/corporate-climate-scientists-advocates-for-science-or-protectors-of-status-quo-47991,Corporate climate scientists: advocates for science or protectors of ...,"... Exxon wasn&#39;t the only giant <b>corporation</b> to have climate scientists in the 1980s. <br>
Scientists at <b>GM</b> and Ford also honed in on <b>climate change</b>, but&nbsp;..."
