url,title,text
https://blogs.wsj.com/moneybeat/2018/05/16/stocks-to-watch-macys-nordstrom-disney-amazon-tesla-fox-oracle-amd-micron-monsanto-helios/,"Stocks to Watch: Macy's, Nordstrom, Disney, Amazon, Tesla, Fox ...","3 days ago ... The Sea Is Rising, but Not Because of <b>Climate Change</b> ... Stocks to Watch: <br>
Macy&#39;s, Nordstrom, Disney, Amazon, Tesla, Fox, Oracle, <b>AMD</b>, Micron, Monsanto, <br>
... <b>Advanced Micro Devices</b>—Up 1.5%: Susquehanna analysts&nbsp;..."
https://corporate.ford.com/microsites/sustainability-report-2016-17/index.html,Sustainability Report 2016/17: Ford Motor Company,"The <b>Climate Change</b> Challenge. Doing our part to combat <b>climate change</b> is a <br>
key priority for Ford. Story. Delivering Our Electrification Plans. Making Ford&nbsp;..."
http://h30261.www3.hp.com/~/media/Files/H/HP-IR/documents/reports/2018/2017-10-ka-v1.pdf,2017 10-K/A,"... No other changes have been made to the Form 10-K, and this Amendment No. <br>
..... international treaties relating to <b>climate change</b>. .... <b>AMD</b> is a trademark of <br>
<b>Advanced Micro Devices</b>, Inc. Google is a registered trademark."
https://www.tandfonline.com/doi/full/10.1080/17441056.2015.1033213?src=recsys,The Intel judgment: the Commission threw the first stone but the EU ...,"... at driving its only competitor, <b>Advanced Micro Devices</b> Inc (<b>AMD</b>), out of the ... <br>
Intel applied to the General Court to suspend the Commission&#39;s proceedings by <br>
...... 76 E Rousseva and M Marquis, “Hell Freezes Over: A <b>Climate Change</b> for&nbsp;..."
http://climatechangereconsidered.org/,Climate Change Reconsidered,"... The Nongovernmental International Panel on <b>Climate Change</b> (NIPCC) is what <br>
its name suggests: an international panel of nongovernment&nbsp;..."
https://www.atmos-chem-phys.net/15/8217/2015/acp-15-8217-2015.pdf,"Particulate matter, air quality and climate: lessons learned and future ...","... 9Department of <b>Applied</b> Environmental Science, Stockholm University, <br>
Stockholm, Sweden. 10European .... concentration and the impact on aerosol on <br>
<b>climate change</b> .... cipitation and modifying cloud <b>microphysics</b> and the Earth&#39;s ..... <br>
lated <b>instruments</b> (Canagaratna et al., 2007; De Carlo et al.,. 2006&nbsp;..."
https://www.environmentalleader.com/2016/06/spotlight-on-award-winners-advanced-micro-devices-25x20-energy-efficiency-initiative/,Spotlight on Award Winners: Advanced Micro Devices 25x20 Energy ...,"... –<b>Environmental</b> Leader Product &amp; Project Awards judge. <b>AMD</b> develops <br>
<b>microprocessors</b>, the “brains” of computing <b>devices</b>, with a focus on&nbsp;..."
https://www.fool.com/investing/2018/05/02/3-costs-cryptocurrency-miners-need-to-know-and-the.aspx,"3 Costs Cryptocurrency Miners Need to Know, and the 1 Wildcard ...","... This means cooling systems may need to be in place to keep mining ... In fact, <br>
HIVE specifically lists &quot;cold <b>climate</b>&quot; as one of the three main ... Over the past year<br>
, NVIDIA (NASDAQ:NVDA) and <b>Advanced Micro Devices</b> (NASDAQ:<b>AMD</b>) ... <br>
While initially great news for NVIDIA and Advanced Micro, it&#39;s sort of&nbsp;..."
http://www.cleanairpartnerstx.org/newsarchives.html,Clean Air Partners Program News Archives,"New <b>Climate Change</b> Resources Available for Local Governments &amp; <br>
Organizations EPA has ... <b>Advanced Micro Devices</b> (<b>AMD</b>)/Spansion – Business <br>
Employer."
https://www.cnet.com/news/titan-steals-no-1-spot-on-top500-supercomputer-list/,Titan steals No. 1 spot on Top500 supercomputer list - CNET,"... ... graphics processors and <b>Advanced Micro Devices</b> computer chips, ... use Titan <br>
to research things such as <b>climate change</b> and alternative fuels. ... In this case, <br>
Nvidia is providing the GPUs while the CPUs come from <b>AMD</b>."
