url,title,text
https://en.wikipedia.org/wiki/Scientific_opinion_on_climate_change,Scientific opinion on climate change - Wikipedia,"The scientific opinion on <b>climate change</b> is the <b>overall</b> judgment among scientists <br>
regarding the extent to which global warming is occurring, its likely causes,&nbsp;..."
http://www.sustainabletable.org/982/agriculture-energy-climate-change,"Sustainable Table | Agriculture, Energy & Climate Change","Despite all the attention to food miles, emissions from food transport are not the <br>
biggest component of the sector&#39;s impact on <b>climate change</b>. While <b>total</b>&nbsp;..."
http://ec.europa.eu/regional_policy/en/policy/themes/climate-change/,Adaptation to climate change and risk prevention - Regional Policy ...,"Regional policy can help minimise the impact of <b>climate change</b> and support risk <br>
... and they will boost the EU&#39;s <b>overall</b> efforts for <b>climate change</b> adaptation."
https://www.desmogblog.com/2018/02/12/trump-record-breaking-disasters-major-tv-news-coverage-climate-change,"Trump, Not Record-Breaking Disasters, Dominated TV News ...","... In fact, the networks only devoted a combined 12 <b>total</b> segments to discussing the <br>
link between extreme weather and <b>climate change</b>, and two&nbsp;..."
http://science.sciencemag.org/content/306/5702/1686.full,The Scientific Consensus on Climate Change | Science,"Policy-makers and the media, particularly in the United States, frequently assert <br>
that <b>climate</b> science is highly uncertain. Some have used this as an argument&nbsp;..."
https://davidsuzuki.org/what-you-can-do/air-travel-climate-change/,Air travel and climate change - David Suzuki Foundation,"... Aviation has a disproportionately large impact on the climate system. It accounts <br>
for 4 to 9 per cent of the <b>total climate change</b> impact of human&nbsp;..."
https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/seventh-national-communication-third-biennial-report.html,Canada's National Reports to the United Nations Framework ...,"... The <b>complete</b> report can be found on the UNFCCC website. ... Canada has taken <br>
significant steps to address <b>climate change</b> since its last&nbsp;..."
https://www.iea.org/publications/freepublications/publication/WEO2015SpecialReportonEnergyandClimateChange.pdf,Energy and Climate Change - World Energy Outlook Special Report,"The Honourable Tim Groser Minister of Trade, Minister for <b>Climate Change</b> <br>
Issues and ..... <b>Total</b> energy-related GHG emissions peak around 2020. Both."
https://www.wri.org/sites/default/files/securingrights-full-report-english.pdf,"SECURING RIGHTS, COMBATING CLIMATE CHANGE","combat <b>climate change</b>—strengthening the land and resource rights of <br>
Indigenous Peoples and ... munity forest—68 percent of the estimated <b>total</b> in all <br>
low- and&nbsp;..."
http://www.ipcc.ch/ipccreports/tar/wg2/index.php?idp=180,4.5.2. Impacts of Climate Change on Water Resources: A Global ...,"When withdrawals are greater than 20% of <b>total</b> renewable resources, water <br>
stress often is a limiting factor on development (Falkenmark and Lindh, 1976);&nbsp;..."
