url,title,text
http://www.macroecology-pku.org/PeopleDetail.aspx?id=1,Zhiheng Wang,"Research Interest: Macroecology, biodiversity conservation and <b>climate change</b> <br>
biology ... <b>PetroChina</b> Scholarship at Peking University (2007 – 2008) 8.Chinese<br>
&nbsp;..."
https://insideclimatenews.org/news/20130129/united-states-china-carbon-greenhouse-gas-emissions-renewable-energy-coal-plants-pollution-global-warming-climate,"For U.S. and China, World's Biggest Climate Polluters, It's Still ...","... Despite claims of concern over <b>climate change</b> and progress toward cleaner <br>
economies, the trajectory of their CO2 emissions is not bending&nbsp;..."
http://unfccc.int/resource/docs/natc/chnnc1exsum.pdf,The People's Republic of China Initial National Communication on ...,"National Coordination Committee on <b>Climate Change</b> prepared the Initial. <br>
National ..... National Petroleum Corporation (<b>PetroChina</b>) and the China <br>
Petroleum&nbsp;..."
http://www.scmp.com/topics/climate-change,Climate change | South China Morning Post,"Why fewer dirty factories in <b>China</b> is bad news for <b>climate change</b>. The shift of low<br>
-value, energy-hungry manufacturing from <b>China</b> and India to coal powered&nbsp;..."
http://www.allchinareview.com/what-africa-can-learn-from-china-about-climate-change-adaptation/,What Africa can Learn from China about Climate Change Adaptation ...,"... But the way <b>China</b> is approaching adaptation to <b>climate change</b> is potentially a <br>
beacon for other ... <b>China</b> is facing numerous threats from <b>climate change</b>. ... The <br>
Venezuelan “<b>Petro</b>” – Towards a New World Reserve Currency?"
https://www.theatlantic.com/science/archive/2017/03/how-climate-change-covered-china-in-smog/520197/,How Climate Change Will Make China's Smog Worse - The Atlantic,"... How <b>Climate Change</b> Covered <b>China</b> in Smog. Air quality in Beijing has a lot to <br>
do with snowstorms in Siberia. A woman wears a mask during&nbsp;..."
http://www.woodside.com.au/Our-Business/Developing/Browse/Pages/Browse.aspx,Browse Development | Developing | Our Business | Woodside Energy,"The Browse Joint Venture (BJV) participants maintain seven petroleum retention <br>
leases ... ​<b>PetroChina</b> International Investment (Australia) Pty Ltd, ​10.67%."
https://ufbutv.com/climate-change/the-climate-change-deceit-conspiracy-theory-and-global-warming/,The “Climate change deceit” conspiracy theory and global warming ...,"The fossil fuel multibillionaires; the carbon barons – big oil CEOs, the Middle East <br>
<b>petro</b> tyrants and extreme islamists, Russian superrich oligarchs and <b>Chinese</b>&nbsp;..."
https://www.kallanishenergy.com/2018/03/28/petrochina-rosneft-leave-venezuela-refining-projects/,"PetroChina, Rosneft leave Venezuela refining projects – Kallanish ...","... Chinese and Russian state oil companies <b>PetroChina</b> and Rosneft ... day (BPD) <br>
of crude — and <b>PetroChina</b> would take over the Cardón ... Repsol says <br>
committed to fight <b>climate change</b> &middot; Gazprom&#39;s exports to Europe up 6%."
https://www.c2es.org/document/chinas-strategic-priorities-in-international-climate-change-negotiations/,China's Strategic Priorities in International Climate Change ...,"<b>China&#39;s</b> role in an international <b>climate change</b> solution cannot be overstated. .... <br>
import tariffs on 26 energy and resource products, including coal, <b>petroleum</b>,&nbsp;..."
