url,title,text
https://www.iea.org/publications/freepublications/publication/tracking_emissions.pdf,Tracking Industrial Energy Efficiency and CO2 Emissions,"... petrochemicals, iron and <b>steel</b>, cement, paper and aluminium. Understanding <br>
how ... Efficiency and <b>Climate Change</b> Division, headed by Rick Bradley, took <br>
part in this analysis. ... Still (<b>ThyssenKrupp</b>, Germany). Participants in&nbsp;..."
http://www.nytimes.com/topic/company/vale-sa,Vale S.A. - The New York Times,"<b>Change</b>. +0.36 +2.46%. Last. $14.97. At close 05/14/2018. Latest; Search ... by <br>
expectations over China&#39;s economic growth and subsequent <b>steel</b> demand."
https://www.bundesnetzagentur.de/SharedDocs/Downloads/DE/Sachgebiete/Energie/Unternehmen_Institutionen/Versorgungssicherheit/Erzeugungskapazitaeten/Kraftwerksliste/Kraftwerksliste_2014.xlsx?__blob=publicationFile&v=17,Kraftwerksliste der Bundesnetzagentur - Stand: 29.10.2014 (xlsx ...,"187, BNA0186, E.ON <b>Climate</b> &amp; Renewables Central Europe GmbH .... 214, <br>
BNA0217, <b>ThyssenKrupp Steel</b> Europe AG, Duisburg Ruhrort 2, 47166, Duisburg <br>
-&nbsp;..."
http://estad2017.org/downloads/ESTAD_2017_05_web.pdf,Final Program,"developments of steelmaking processes and <b>steel</b> products. ..... <b>Environment</b> - <br>
<b>climate</b> - energy: Quo vadis industry? EDER, Wolfgang .... Influences of the <br>
<b>changed</b> chemical composition of modern ..... CARVALHO, Daniel <b>thyssenkrupp</b>. <br>
MAIA&nbsp;..."
https://capitalford.com/x-plan-partner-program,Ford X-Plan Partner Program,"Ford X-plan Business Partners are subject to <b>change</b>. ... Adidas; Adrian <b>Steel</b> <br>
Company; Advance Auto Parts; Advance Publications; Advanced Medical ..... <br>
Haldex Brake Products Corporation; Halla <b>Climate</b> Control Canada, Inc.**; <br>
Halliburton ..... <b>Thyssen</b> Elevator Company**; <b>Thyssen</b> Krupp Krause Inc. <br>
<b>ThyssenKrupp</b> USA&nbsp;..."
http://www.istiee.org/te/papers/N56/P10_56_12_2014.pdf,Advanced materials of automobile bodies in volume production,"<b>Climate Change</b> Conference (Mexico, Cancoon) in 2010 emphasized arising ..... <br>
from 18 countries, including JFE <b>Steel</b> Corporation (Japan), <b>ThyssenKrupp</b>&nbsp;..."
http://www.metalle.uni-bayreuth.de/de/download/publications_downloads/2005_Laukant_Welding_Joining011_2005.pdf,Fluxless laser beam joining of aluminium with zinc coated steel,"A laser welding–brazing (LWB) process to join zinc coated <b>steel</b> and aluminium <br>
sheets in ... <b>changes</b> in automotive body construction. ..... Tests in a <b>climate</b> <br>
chamber under sodium solution ... AG, Grillo-Werke AG, <b>ThyssenKrupp Stahl</b> AG, <br>
and."
https://www.isi.fraunhofer.de/content/dam/isi/dokumente/ccn/2009/Schlussbericht_lang_20090515.pdf,Rohstoffe für Zukunftstechnologien – Langfassung,"15. Mai 2009 ... <b>Stahlleichtbau</b> mit Tailored Blanks . ...... the interdependence between the <br>
technological <b>change</b> and the need for raw materials. ... cles by recycling is a <br>
challenge for the future, which complies with <b>climate</b> protection."
https://www.fma-li.li/files/fma/financial-centre-liechtenstein.PDF,Liechtenstein Financial Centre,"The only constant is change. This has also .... automotive supplier <b>thyssenkrupp</b>. <br>
Presta and .... is affected by <b>climate change</b> and the ...... Patrick <b>Stahl</b>. Printing."
http://www.engineeringnews.co.za/topic/scaw-metals-group,Topic - Scaw Metals Group,"15th September 2017 Specialty <b>steel</b> products integrated producer Scaw Metals <br>
Group&#39;s operation, Distribution Network, has extended its cooperation with lifting<br>
&nbsp;..."
